1, Konrad Geßner, p1283, , Heinrich Bullinger [Antistes], p495
7486, Heinrich Bullinger [Antistes], p495, 8. Juni 1568, Théodor de Bèze (Beza), p8033
7487, Tobias Egli (Iconius Götz), p8016, 9. Juni 1568, Heinrich Bullinger [Antistes], p495
7488, Heinrich Bullinger [Antistes], p495, 10. Juni 1568, Egenolf von Rappoltstein, p3688
7489, Josua Finsler (Vinslerus), p8080, 10. Juni 1568, Heinrich Bullinger [Antistes], p495
7490, Heinrich Bullinger [Antistes], p495, 11. Juni 1568, Théodor de Bèze (Beza), p8033
7491, Edmund Grindal, p1341, 11. Juni 1568, Heinrich Bullinger [Antistes], p495
7492, Johannes Haller d.J., p8018, 11. Juni 1568, Heinrich Bullinger [Antistes], p495
7493, Wolf (Wolfgang) Haller von Raitenbuch, p8370, 15. Juni 1568, Heinrich Bullinger [Antistes], p495
7494, Stanislaus Stadnicki, p2876, 15. Juni 1568, Heinrich Bullinger [Antistes], p495
7495, Daniel Hermann, p1535, 16. Juni 1568, Heinrich Bullinger [Antistes], p495
7496, Johannes (Jan) a Lasco (Laski), p8041, 17. Juni 1568, Heinrich Bullinger [Antistes], p495
7497, Heinrich Bullinger [Antistes], p495, 18. Juni 1568, Tobias Egli (Iconius Götz), p8016
7498, Heinrich Bullinger [Antistes], p495, 18. Juni 1568, Hans Rudolf Bullinger, p477
7499, Heinrich Bullinger [Antistes], p495, 18. Juni 1568, Friedrich von Salis (a Salize de Salicibus), p8432
7500, Théodor de Bèze (Beza), p8033, 19. Juni 1568, Heinrich Bullinger [Antistes], p495
7501, Simon Zacius (Zak Zasius), p8520, 19. Juni 1568, Heinrich Bullinger [Antistes], p495
7502, Pawel (Paul) Gilowski, p8010, 20. Juni 1568, Heinrich Bullinger [Antistes], p495
7503, Nikolaus Dluski-Kottwitz, p829, 20. Juni 1568, Heinrich Bullinger [Antistes], p495
7504, Théodor de Bèze (Beza), p8033, 21. Juni 1568, Heinrich Bullinger [Antistes], p495
7505, Heinrich Bullinger [Antistes], p495, 21. Juni 1568, Hans Rudolf Bullinger, p477
7506, Tobias Egli (Iconius Götz), p8016, 21. Juni 1568, Heinrich Bullinger [Antistes], p495
7507, Johannes Hospinian (Wirth), p8384, 21. Juni 1568, Heinrich Bullinger [Antistes], p495
7508, Georg von Stetten d.J., p3740, 21. Juni 1568, Heinrich Bullinger [Antistes], p495
7509, Friedrich von Salis (a Salize de Salicibus), p8432, 22. Juni 1568, Heinrich Bullinger [Antistes], p495
7510, Andreas Szadkowski, p3108, 22. Juni 1568, Heinrich Bullinger [Antistes], p495
7511, Hans Liner, p1918, 23. Juni 1568, Heinrich Bullinger [Antistes], p495
7512, Johannes Oporin(us Herbster), p8126, 23. Juni 1568, Heinrich Bullinger [Antistes], p495
7513, Heinrich Bullinger [Antistes], p495, 24. Juni 1568, Hans Rudolf Bullinger, p477
7514, Girolamo Zanchi, p4037, 24. Juni 1568, Heinrich Bullinger [Antistes], p495
7515, Girolamo Zanchi, p4037, 24. Juni 1568, Heinrich Bullinger [Antistes], p495
7516, Heinrich Bullinger [Antistes], p495, 25. Juni 1568, Tobias Egli (Iconius Götz), p8016
7517, Gabriel Schlüsselberger, p2923, 25. Juni 1568, Heinrich Bullinger [Antistes], p495
7518, Tobias Egli (Iconius Götz), p8016, 29. Juni 1568, Heinrich Bullinger [Antistes], p495
7519, Heinrich Bullinger [Antistes], p495, 30. Juni 1568, Théodor de Bèze (Beza), p8033
7520, Georg von Stetten d.J., p3740, 2. Juli 1568, Heinrich Bullinger [Antistes], p495
7521, Hans Liner, p1918, 3. Juli 1568, Heinrich Bullinger [Antistes], p495
7522, Heinrich Bullinger [Antistes], p495, 5. Juli 1568, Hans Rudolf Bullinger, p477
7523, Johann Jakob Grynäus, p8067, 8. Juli 1568, Heinrich Bullinger [Antistes], p495
7524, Matthieu Coignet d.J., p613, , Heinrich Bullinger [Antistes], p495
7525, Matthias Erb, p1010, 11. Juli 1568, Heinrich Bullinger [Antistes], p495
7526, Durich (Duri Ulrich) Chiampell (Campell), p8057, 13. Juli 1568, Heinrich Bullinger [Antistes], p495
7527, Johannes Haller d.J., p8018, 13. Juli 1568, Heinrich Bullinger [Antistes], p495
7528, Théodor de Bèze (Beza), p8033, 15. Juli 1568, Heinrich Bullinger [Antistes], p495
7529, Christoph (Krystof) Thretius (Treciusz Trecki Trecy), p8511, 15. Juli 1568, Heinrich Bullinger [Antistes], p495
7530, Théodor de Bèze (Beza), p8033, 17. Juli 1568, Heinrich Bullinger [Antistes], p495
7531, Thomas Erastus (Lüber), p8075, 18. Juli 1568, Heinrich Bullinger [Antistes], p495
7532, Gabriel Schlüsselberger, p2923, 18. Juli 1568, Heinrich Bullinger [Antistes], p495
7533, Heinrich Bullinger [Antistes], p495, 19. Juli 1568, , 
7534, Johannes Haller d.J., p8018, 19. Juli 1568, Heinrich Bullinger [Antistes], p495
7535, Johannes Haller d.J., p8018, 21. Juli 1568, Heinrich Bullinger [Antistes], p495
7536, Heinrich Bullinger [Antistes], p495, 23. Juli 1568, Tobias Egli (Iconius Götz), p8016
7537, Heinrich Bullinger [Antistes], p495, 23. Juli 1568, Edmund Grindal, p1341
7538, Thomas Erastus (Lüber), p8075, 23. Juli 1568, , 
7539, Zacharias Ursinus (Beer Bär), p8453, 23. Juli 1568, Heinrich Bullinger [Antistes], p495
7540, Heinrich Bullinger [Antistes], p495, 24. Juli 1568, Théodor de Bèze (Beza), p8033
7541, Johannes (Jan) a Lasco (Laski), p8041, 24. Juli 1568, Heinrich Bullinger [Antistes], p495
7542, Johannes Haller d.J., p8018, 25. Juli 1568, Heinrich Bullinger [Antistes], p495
7543, Tobias Egli (Iconius Götz), p8016, 26. Juli 1568, Heinrich Bullinger [Antistes], p495
7544, Heinrich Bullinger [Antistes], p495, 30. Juli 1568, Tobias Egli (Iconius Götz), p8016
7545, Heinrich Bullinger [Antistes], p495, Juli 1568, Joachim Bäldi, p252
7546, Josua Finsler (Vinslerus), p8080, , Heinrich Bullinger [Antistes], p495
7547, Heinrich Bullinger [Antistes], p495, August 1568, , 
7548, Christoph von der Pfalz, p8024, 2. August 1568, Heinrich Bullinger [Antistes], p495
7549, Tobias Egli (Iconius Götz), p8016, 2. August 1568, Heinrich Bullinger [Antistes], p495
7550, Pomponne Ier de Bellièvre Sr. de Grignon, p8160, 3. August 1568, Heinrich Bullinger [Antistes], p495
7551, Heinrich Bullinger [Antistes], p495, 3. August 1568, Hans Rudolf Bullinger, p477
7552, John Parkhurst, p2473, 4. August 1568, Heinrich Bullinger [Antistes], p495
7553, Heinrich Bullinger [Antistes], p495, 5. August 1568, Hans Rudolf Bullinger, p477
7554, Théodor de Bèze (Beza), p8033, 6. August 1568, Heinrich Bullinger [Antistes], p495
7555, Heinrich Bullinger [Antistes], p495, 6. August 1568, Tobias Egli (Iconius Götz), p8016
7556, Heinrich Bullinger [Antistes], p495, 7. August 1568, , 
7557, Johannes Haller d.J., p8018, 7. August 1568, Heinrich Bullinger [Antistes], p495
7558, Josua Finsler (Vinslerus), p8080, 8. August 1568, Heinrich Bullinger [Antistes], p495
7559, Johannes (Jan) a Lasco (Laski), p8041, 8. August 1568, Heinrich Bullinger [Antistes], p495
7560, Nikolaus von Diesbach, p3494, 9. August 1568, Heinrich Bullinger [Antistes], p495
7561, Tobias Egli (Iconius Götz), p8016, 9. August 1568, Heinrich Bullinger [Antistes], p495
7562, Tobias Egli (Iconius Götz), p8016, 10. August 1568, Heinrich Bullinger [Antistes], p495
7563, Matthias Erb, p1010, 10. August 1568, Heinrich Bullinger [Antistes], p495
7564, , , 11. August 1568, Heinrich Bullinger [Antistes], p495
7565, Heinrich Bullinger [Antistes], p495, 13. August 1568, Joachim Bäldi, p252
7566, Georg von Stetten d.J., p3740, 14. August 1568, Heinrich Bullinger [Antistes], p495
7567, Tobias Egli (Iconius Götz), p8016, 16. August 1568, Heinrich Bullinger [Antistes], p495
7568, Théodor de Bèze (Beza), p8033, 18. August 1568, Heinrich Bullinger [Antistes], p495
7569, Christopher Mont (Mundt), p8121, 19. August 1568, Heinrich Bullinger [Antistes], p495
7570, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 19. August 1568, Heinrich Bullinger [Antistes], p495
7571, Johannes Haller d.J., p8018, 20. August 1568, Heinrich Bullinger [Antistes], p495
7572, Samuel Tillmann (Telamonius), p8449, 20. August 1568, Heinrich Bullinger [Antistes], p495
7573, Thomas Erastus (Lüber), p8075, 21. August 1568, Heinrich Bullinger [Antistes], p495
7574, Heinrich Bullinger [Antistes], p495, 23. August 1568, Hans Rudolf Bullinger, p477
7575, Heinrich Bullinger [Antistes], p495, 24. August 1568, Théodor de Bèze (Beza), p8033
7576, Heinrich Bullinger [Antistes], p495, 24. August 1568, Théodor de Bèze (Beza), p8033
7577, Heinrich Bullinger [Antistes], p495, 24. August 1568, Théodor de Bèze (Beza), p8033
7578, Tobias Egli (Iconius Götz), p8016, 25. August 1568, Heinrich Bullinger [Antistes], p495
7579, Heinrich Bullinger [Antistes], p495, 26. August 1568, Konrad Hubert (Hubprecht), p8385
7580, Heinrich Bullinger [Antistes], p495, 28. August 1568, Edwin Sandys, p2867
7581, Philipp von Hessen d.Ä., p3590, 28. August 1568, Heinrich Bullinger [Antistes], p495
7582, Petrus Dathenus, p772, 29. August 1568, Heinrich Bullinger [Antistes], p495
7583, Christoph Bullinger, p475, 31. August 1568, Heinrich Bullinger [Antistes], p495
7584, Thomas Blarer (Blaurer), p8178, September 1568, Heinrich Bullinger [Antistes], p495
7585, Théodor de Bèze (Beza), p8033, 2. September 1568, Heinrich Bullinger [Antistes], p495
7586, Heinrich Bullinger [Antistes], p495, 2. September 1568, Hans Rudolf Bullinger, p477
7587, Heinrich Bullinger [Antistes], p495, 3. September 1568, Joachim Bäldi, p252
7588, Christoph von der Pfalz, p8024, 3. September 1568, Heinrich Bullinger [Antistes], p495
7589, Johannes Haller d.J., p8018, 3. September 1568, Heinrich Bullinger [Antistes], p495
7590, Théodor de Bèze (Beza), p8033, 5. September 1568, Heinrich Bullinger [Antistes], p495
7591, Franciscus (Francesco) Portus (Porto), p8116, 5. September 1568, Heinrich Bullinger [Antistes], p495
7592, Gabriel Schlüsselberger, p2923, 6. September 1568, Heinrich Bullinger [Antistes], p495
7593, Heinrich Bullinger [Antistes], p495, 8. September 1568, , 
7594, Heinrich Bullinger [Antistes], p495, 8. September 1568, Théodor de Bèze (Beza), p8033
7595, Heinrich Bullinger [Antistes], p495, 10. September 1568, Hans Rudolf Bullinger, p477
7596, Christoph Ehem, p997, 10. September 1568, Heinrich Bullinger [Antistes], p495
7597, Georg Obrecht (Olbrecht), p8419, 10. September 1568, Heinrich Bullinger [Antistes], p495
7598, Heinrich Bullinger [Antistes], p495, 14. September 1568, Hans Rudolf Bullinger, p477
7599, Petrus Dathenus, p772, 16. September 1568, Heinrich Bullinger [Antistes], p495
7600, Johannes Hospinian (Wirth), p8384, 16. September 1568, Heinrich Bullinger [Antistes], p495
7601, Christoph (Krystof) Thretius (Treciusz Trecki Trecy), p8511, 17. September 1568, Heinrich Bullinger [Antistes], p495
7602, Heinrich Bullinger [Antistes], p495, 18. September 1568, Théodor de Bèze (Beza), p8033
7603, Heinrich Bullinger [Antistes], p495, 20. September 1568, Hans Rudolf Bullinger, p477
7604, Heinrich Bullinger [Antistes], p495, 20. September 1568, Tobias Egli (Iconius Götz), p8016
7605, Zacharias Ursinus (Beer Bär), p8453, 20. September 1568, Heinrich Bullinger [Antistes], p495
7606, Heinrich Bullinger [Antistes], p495, 21. September 1568, Johannes Haller d.J., p8018
7607, Théodor de Bèze (Beza), p8033, 22. September 1568, Heinrich Bullinger [Antistes], p495
7608, Girolamo Zanchi, p4037, 22. September 1568, Heinrich Bullinger [Antistes], p495
7609, Tobias Egli (Iconius Götz), p8016, 23. September 1568, Heinrich Bullinger [Antistes], p495
7610, Ambrosius Marti, p2043, 23. September 1568, Heinrich Bullinger [Antistes], p495
7611, Georg von Stetten d.J., p3740, 23. September 1568, Heinrich Bullinger [Antistes], p495
7612, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 23. September 1568, Heinrich Bullinger [Antistes], p495
7613, Heinrich Bullinger [Antistes], p495, 24. September 1568, Joachim Bäldi, p252
7614, Heinrich Bullinger [Antistes], p495, 24. September 1568, Tobias Egli (Iconius Götz), p8016
7615, Heinrich Bullinger [Antistes], p495, 24. September 1568, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
7616, Tobias Egli (Iconius Götz), p8016, 28. September 1568, Heinrich Bullinger [Antistes], p495
7617, Johannes Haller d.J., p8018, 28. September 1568, Heinrich Bullinger [Antistes], p495
7618, Georg von Stetten d.J., p3740, 29. September 1568, Heinrich Bullinger [Antistes], p495
7619, Georg von Stetten d.J., p3740, 30. September 1568, Heinrich Bullinger [Antistes], p495
7620, Joachim Bäldi, p252, Oktober 1568, Heinrich Bullinger [Antistes], p495
7621, Matthieu Coignet d.J., p613, 1. Oktober 1568, Heinrich Bullinger [Antistes], p495
7622, Durich (Duri Ulrich) Chiampell (Campell), p8057, 2. Oktober 1568, Heinrich Bullinger [Antistes], p495
7623, Tobias Egli (Iconius Götz), p8016, 5. Oktober 1568, Heinrich Bullinger [Antistes], p495
7624, Heinrich Bullinger [Antistes], p495, 8. Oktober 1568, Tobias Egli (Iconius Götz), p8016
7625, Heinrich Bullinger [Antistes], p495, 9. Oktober 1568, Hans Rudolf Bullinger, p477
7626, Thomas Erastus (Lüber), p8075, 9. Oktober 1568, Heinrich Bullinger [Antistes], p495
7627, Heinrich Bullinger [Antistes], p495, 10. Oktober 1568, Théodor de Bèze (Beza), p8033
7628, Heinrich Bullinger [Antistes], p495, 10. Oktober 1568, Johannes Haller d.J., p8018
7629, , , 10. Oktober 1568, Heinrich Bullinger [Antistes], p495
7630, Tobias Egli (Iconius Götz), p8016, 12. Oktober 1568, Heinrich Bullinger [Antistes], p495
7631, Johannes Haller d.J., p8018, 12. Oktober 1568, Heinrich Bullinger [Antistes], p495
7632, Josua Finsler (Vinslerus), p8080, 13. Oktober 1568, Heinrich Bullinger [Antistes], p495
7633, Josua Finsler (Vinslerus), p8080, , Heinrich Bullinger [Antistes], p495
7634, Gabriel Schlüsselberger, p2923, 13. Oktober 1568, Heinrich Bullinger [Antistes], p495
7635, Heinrich Bullinger [Antistes], p495, 15. Oktober 1568, Tobias Egli (Iconius Götz), p8016
7636, Heinrich Bullinger [Antistes], p495, 17. Oktober 1568, Thomas Erastus (Lüber), p8075
7637, Ulrich Philipp von Hohensax, p3619, 17. Oktober 1568, Heinrich Bullinger [Antistes], p495
7638, Heinrich Bullinger [Antistes], p495, 18. Oktober 1568, Louis I. de Bourbon Prince de Condé, p8315
7639, Tobias Egli (Iconius Götz), p8016, 19. Oktober 1568, Heinrich Bullinger [Antistes], p495
7640, Durich (Duri Ulrich) Chiampell (Campell), p8057, 20. Oktober 1568, Heinrich Bullinger [Antistes], p495
7641, Wolf (Wolfgang) Haller von Raitenbuch, p8370, 20. Oktober 1568, Heinrich Bullinger [Antistes], p495
7642, Gabriel Schlüsselberger, p2923, 21. Oktober 1568, Heinrich Bullinger [Antistes], p495
7643, Heinrich Bullinger [Antistes], p495, 22. Oktober 1568, Tobias Egli (Iconius Götz), p8016
7644, Thomas Erastus (Lüber), p8075, 25. Oktober 1568, Heinrich Bullinger [Antistes], p495
7645, Tobias Egli (Iconius Götz), p8016, 26. Oktober 1568, Heinrich Bullinger [Antistes], p495
7646, Heinrich Bullinger [Antistes], p495, 28. Oktober 1568, Friedrich III. «der Fromme» Kurfürst von der Pfalz, p8060
7647, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 28. Oktober 1568, Heinrich Bullinger [Antistes], p495
7648, Heinrich Bullinger [Antistes], p495, 29. Oktober 1568, Tobias Egli (Iconius Götz), p8016
7649, Heinrich Bullinger [Antistes], p495, 29. Oktober 1568, Thomas Erastus (Lüber), p8075
7650, Ulrich Philipp von Hohensax, p3619, 29. Oktober 1568, Heinrich Bullinger [Antistes], p495
7651, Théodor de Bèze (Beza), p8033, 31. Oktober 1568, Heinrich Bullinger [Antistes], p495
7652, Scipione Lentolo (Lentulus), p8089, 31. Oktober 1568, Heinrich Bullinger [Antistes], p495
7653, Heinrich Bullinger [Antistes], p495, , Hans Rudolf Bullinger, p477
7654, Samuel Tillmann (Telamonius), p8449, November 1568, Heinrich Bullinger [Antistes], p495
7655, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 1. November 1568, Heinrich Bullinger [Antistes], p495
7656, Johannes Haller d.J., p8018, 2. November 1568, Heinrich Bullinger [Antistes], p495
7657, Hans Liner, p1918, 2. November 1568, Heinrich Bullinger [Antistes], p495
7658, Heinrich Bullinger [Antistes], p495, 3. November 1568, Hans Rudolf Bullinger, p477
7659, Hans Rudolf Bullinger, p477, 3. November 1568, Heinrich Bullinger [Antistes], p495
7660, Heinrich Bullinger [Antistes], p495, 5. November 1568, Joachim Bäldi, p252
7661, Heinrich Bullinger [Antistes], p495, 5. November 1568, Tobias Egli (Iconius Götz), p8016
7662, Théodor de Bèze (Beza), p8033, 6. November 1568, Johannes Haller d.J., p8018
7663, Heinrich Bullinger [Antistes], p495, 6. November 1568, Hans Rudolf Bullinger, p477
7664, Tobias Egli (Iconius Götz), p8016, 9. November 1568, Heinrich Bullinger [Antistes], p495
7665, Heinrich Bullinger [Antistes], p495, 12. November 1568, Hans Rudolf Bullinger, p477
7666, Heinrich Bullinger [Antistes], p495, 12. November 1568, Tobias Egli (Iconius Götz), p8016
7667, Johannes Haller d.J., p8018, 12. November 1568, Heinrich Bullinger [Antistes], p495
7668, Matthias Schenck, p2899, 12. November 1568, Heinrich Bullinger [Antistes], p495
7669, Johannes Hospinian (Wirth), p8384, 14. November 1568, Heinrich Bullinger [Antistes], p495
7670, Johannes Haller d.J., p8018, 17. November 1568, Heinrich Bullinger [Antistes], p495
7671, Georg von Stetten d.J., p3740, 17. November 1568, Heinrich Bullinger [Antistes], p495
7672, Hans Rudolf Bullinger, p477, 18. November 1568, Heinrich Bullinger [Antistes], p495
7673, Friedrich von Salis (a Salize de Salicibus), p8432, 18. November 1568, Heinrich Bullinger [Antistes], p495
7674, Théodor de Bèze (Beza), p8033, 20. November 1568, Heinrich Bullinger [Antistes], p495
7675, Johannes Haller d.J., p8018, 21. November 1568, Heinrich Bullinger [Antistes], p495
7676, Samuel Tillmann (Telamonius), p8449, 22. November 1568, Heinrich Bullinger [Antistes], p495
7677, Durich (Duri Ulrich) Chiampell (Campell), p8057, 27. November 1568, Heinrich Bullinger [Antistes], p495
7678, Hans Rudolf Bullinger, p477, 29. November 1568, Heinrich Bullinger [Antistes], p495
7679, Tobias Egli (Iconius Götz), p8016, 29. November 1568, Heinrich Bullinger [Antistes], p495
7680, Heinrich Bullinger [Antistes], p495, 30. November 1568, Hans Rudolf Bullinger, p477
7681, Hans Liner, p1918, 30. November 1568, Heinrich Bullinger [Antistes], p495
7682, Heinrich Bullinger [Antistes], p495, 1. Dezember 1568, Théodor de Bèze (Beza), p8033
7683, Heinrich Bullinger [Antistes], p495, 3. Dezember 1568, Tobias Egli (Iconius Götz), p8016
7684, Ulrich Philipp von Hohensax, p3619, 4. Dezember 1568, Heinrich Bullinger [Antistes], p495
7685, Ulrich Philipp von Hohensax, p3619, 4. Dezember 1568, Heinrich Bullinger [Antistes], p495
7686, Heinrich Bullinger [Antistes], p495, 6. Dezember 1568, Hans Rudolf Bullinger, p477
7687, Hans Liner, p1918, 6. Dezember 1568, Heinrich Bullinger [Antistes], p495
7688, Samuel Tillmann (Telamonius), p8449, 6. Dezember 1568, Heinrich Bullinger [Antistes], p495
7689, Tobias Egli (Iconius Götz), p8016, 7. Dezember 1568, Heinrich Bullinger [Antistes], p495
7690, Tobias Egli (Iconius Götz), p8016, 8. Dezember 1568, Heinrich Bullinger [Antistes], p495
7691, Théodor de Bèze (Beza), p8033, 8. Dezember 1568, Heinrich Bullinger [Antistes], p495
7692, Matthias Erb, p1010, 8. Dezember 1568, Heinrich Bullinger [Antistes], p495
7693, Hans Liner, p1918, 8. Dezember 1568, Heinrich Bullinger [Antistes], p495
7694, Johann Steiger d.Ä., p8063, 9. Dezember 1568, Heinrich Bullinger [Antistes], p495
7695, Heinrich Bullinger [Antistes], p495, 10. Dezember 1568, Joachim Bäldi, p252
7696, Heinrich Bullinger [Antistes], p495, 10. Dezember 1568, Tobias Egli (Iconius Götz), p8016
7697, Thomas Erastus (Lüber), p8075, 10. Dezember 1568, Heinrich Bullinger [Antistes], p495
